City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,tobias barreto,-11.1839,-37.9983,33.67,44,31,6.89,BR,1681932593
277,yaren,-0.5472,166.916,28.69,72,100,5.65,NR,1681932593
278,idri,27.5,13.2667,24.11,18,0,4.79,LY,1681932594
279,vilyuchinsk,52.9306,158.4028,2.15,81,100,3.64,RU,1681932408
280,port-gentil,-0.7193,8.7815,28.6,78,100,3.93,GA,1681932594
281,palmer,42.1584,-72.3287,11.47,52,75,6.17,US,1681932452
282,tvoroyri,61.5556,-6.8111,8.12,82,0,6.13,FO,1681932594
283,hithadhoo,-0.6,73.0833,28.74,70,100,1.52,MV,1681932461
284,kapa'a,22.0752,-159.319,25.82,71,20,3.6,US,1681932489
285,colonia,50.9333,6.95,12.76,32,0,4.63,DE,1681932353
286,wyrzysk,53.153,17.268,8.0,95,94,4.47,PL,1681932594
287,wajir,1.7471,40.0573,29.4,61,93,2.61,KE,1681932594
288,prince george,53.9166,-122.753,9.03,49,0,2.57,CA,1681932473
289,la ronge,55.1001,-105.2842,3.14,32,75,8.75,CA,1681932594
290,roslyakovo,69.043,33.1991,4.4,89,100,6.91,RU,1681932594
291,ayancik,41.9447,34.5861,12.67,90,58,0.34,TR,1681932595
292,lamu,-2.2717,40.902,28.12,74,100,5.97,KE,1681932406
293,vorgashor,67.5833,63.95,-6.64,97,100,3.62,RU,1681932403
294,poiana lacului,44.8167,24.7333,9.83,88,99,2.76,RO,1681932595
295,yatou,37.15,122.3833,11.34,94,64,4.84,CN,1681932595
296,nadi,-17.8,177.4167,23.0,94,20,1.54,FJ,1681932441
297,airuk,7.2772,168.8203,27.91,79,100,6.35,MH,1681932595
298,akureyri,65.6835,-18.0878,14.96,55,40,3.09,IS,1681932475
299,portland,45.5234,-122.6762,8.6,85,75,4.63,US,1681932083
300,tsiombe,-25.3,45.4833,23.32,88,100,5.46,MG,1681932595
301,napier,-39.4833,176.9167,15.16,95,21,0.45,NZ,1681932595
302,salalah,17.0151,54.0924,29.05,70,40,2.57,OM,1681932545
303,banswara,23.55,74.45,30.0,27,5,2.42,IN,1681932007
304,kalemie,-5.9475,29.1947,22.74,83,8,1.54,CD,1681932596
305,igarka,67.4667,86.5833,-18.64,99,99,1.01,RU,1681932596
306,corumba,-19.0092,-57.6533,30.84,65,40,4.12,BR,1681932596
307,ende,-8.8432,121.6623,24.81,85,100,2.74,ID,1681932596
308,adelaide,-34.9333,138.6,14.62,74,69,1.34,AU,1681932486
309,ketchikan,55.3422,-131.6461,12.26,37,20,6.17,US,1681932432
310,iwanai,42.9744,140.5089,5.75,85,100,2.78,JP,1681932596
311,ayr,55.4627,-4.6339,12.99,47,0,6.69,GB,1681932521
312,dunay,42.8803,132.3375,6.25,84,100,7.03,RU,1681932596
313,tuscaloosa,33.2098,-87.5692,30.61,27,0,0.45,US,1681932500
314,kimbe,-5.5502,150.1429,23.96,93,89,1.5,PG,1681932456
315,dongola,19.1667,30.4833,31.66,7,0,4.14,SD,1681932597
316,lazaro cardenas,17.9583,-102.2,29.07,57,41,5.07,MX,1681932597
317,prince rupert,54.3161,-130.3201,10.05,48,0,7.72,CA,1681932327
318,palikir - national government center,6.9248,158.1611,24.41,94,100,4.63,FM,1681932597
319,arhavi,41.3492,41.3069,22.95,65,98,5.31,TR,1681932597
320,pergamino,-33.89,-60.5736,20.66,30,5,8.05,AR,1681932597
321,ibiza,38.9088,1.433,16.79,75,0,3.09,ES,1681932528
322,nemuro,43.3236,145.575,3.79,91,99,3.42,JP,1681932449
323,alto araguaia,-17.3147,-53.2153,23.92,87,100,4.59,BR,1681932597
324,tatsinskiy,48.1968,41.2756,12.95,57,100,6.88,RU,1681932597
325,grootfontein,-19.5667,18.1167,20.68,32,19,3.06,NA,1681932597
326,revda,56.801,59.9303,2.02,66,100,1.54,RU,1681932408
327,gorom-gorom,14.4439,-0.2361,32.86,6,85,0.87,BF,1681932598
328,nova sintra,14.8667,-24.7167,20.33,77,91,6.44,CV,1681932406
329,weno,7.4515,151.8468,26.97,83,100,3.09,FM,1681932406
330,imbert,19.7537,-70.8291,34.1,56,1,4.65,DO,1681932598
331,foca,38.6703,26.7566,13.91,71,24,3.36,TR,1681932598
332,eyl,7.9803,49.8164,28.17,71,11,5.83,SO,1681932598
333,mwene-ditu,-7.0,23.45,20.3,93,56,1.61,CD,1681932598
334,huangpi,30.8845,114.3779,24.06,78,0,2.0,CN,1681932349
335,daru,-9.0763,143.2092,25.0,87,92,2.16,PG,1681932402
336,keflavik,64.0049,-22.5624,10.95,93,75,11.32,IS,1681932598
337,crane,31.3974,-102.3501,30.48,9,0,5.65,US,1681932486
338,gewane,10.1664,40.6453,31.02,41,7,2.75,ET,1681932598
339,aurora,39.7294,-104.8319,18.08,24,75,13.89,US,1681932398
340,buka,40.8108,69.1986,9.7,52,2,0.99,UZ,1681932599
341,saryozek,44.3583,77.9753,0.61,44,0,2.12,KZ,1681932599
342,volksrust,-27.3654,29.8818,10.23,34,0,1.12,ZA,1681932599
343,suntar,62.1444,117.6319,-11.7,97,100,1.27,RU,1681932599
344,nar'yan-mar,67.6713,53.087,0.28,98,100,7.59,RU,1681932408
345,pangody,65.85,74.4859,-12.97,96,100,1.94,RU,1681932599
346,gokwe,-18.2048,28.9349,20.14,50,64,0.91,ZW,1681932599
347,manteno,41.2506,-87.8314,24.99,42,0,7.72,US,1681932599
348,ebon,4.582,168.6964,27.85,80,73,6.8,MH,1681932432
349,adolfo lopez mateos,28.4667,-107.3,21.07,11,97,8.49,MX,1681932599
350,galveston,29.3669,-94.9669,28.92,71,40,5.66,US,1681931998
351,beinamar,8.6698,15.3813,34.1,29,98,2.84,TD,1681932600
352,aykhal,66.0,111.5,-15.82,100,100,2.29,RU,1681932466
353,magadan,59.5667,150.8,-3.68,75,100,4.68,RU,1681932600
354,bikenibeu village,1.3673,173.1241,27.98,83,20,1.54,KI,1681932447
355,soio,-6.1349,12.3689,27.25,90,95,3.63,AO,1681932600
356,puerto carreno,6.189,-67.4859,36.07,31,99,1.35,CO,1681932601
357,molochnoye,59.2917,39.6787,5.04,76,70,2.61,RU,1681932601
358,thames,-37.1333,175.5333,18.28,92,90,1.47,NZ,1681932602
359,pleasanton,37.6624,-121.8747,16.47,49,0,3.6,US,1681932403
360,lata,40.1629,-8.3327,16.15,63,11,2.06,PT,1681932410
361,kudahuvadhoo,2.6708,72.8944,28.67,70,100,0.68,MV,1681932433
362,nago,26.5881,127.9761,23.47,89,100,7.19,JP,1681932606
363,mokshan,53.4365,44.6132,12.88,44,88,2.82,RU,1681932606
364,villa ojo de agua,-29.5,-63.6938,26.37,23,4,5.29,AR,1681932607
365,padang,-0.9492,100.3543,24.03,92,100,1.2,ID,1681932607
366,egilsstadir,65.2653,-14.3948,13.95,54,0,2.06,IS,1681932427
367,chulakkurgan,43.765,69.1814,6.62,24,0,4.14,KZ,1681932608
368,saynshand,44.8824,110.1163,1.67,23,16,0.96,MN,1681932461
369,tutong,4.8,114.65,25.05,83,71,4.03,BN,1681932609
370,motueka,-41.1333,173.0167,12.28,78,62,0.71,NZ,1681932610
371,san clemente del tuyu,-36.3569,-56.7235,15.57,60,31,9.98,AR,1681932299
372,robertsport,6.7533,-11.3686,28.17,82,12,3.47,LR,1681932611
373,kayenta,36.7278,-110.2546,10.04,24,0,10.77,US,1681932611
374,talnakh,69.4865,88.3972,-16.69,92,97,2.47,RU,1681932422
375,nuuk,64.1835,-51.7216,0.34,74,75,4.12,GL,1681932611
376,quellon,-43.1167,-73.6167,14.14,100,100,2.06,CL,1681932420
377,chonchi,-42.6128,-73.8092,17.56,94,100,0.58,CL,1681932402
378,koulikoro,14.0,-7.75,32.34,10,82,3.31,ML,1681932612
379,kudymkar,59.0173,54.656,2.13,69,6,2.08,RU,1681932612
380,new norfolk,-42.7826,147.0587,10.51,76,100,2.14,AU,1681932406
381,mikuni,36.2171,136.1519,11.95,91,50,4.17,JP,1681932613
382,xindian,36.7975,118.2944,16.0,42,7,3.82,CN,1681932613
383,chos malal,-37.3781,-70.2709,24.84,23,95,3.44,AR,1681932535
384,kourou,5.1552,-52.6478,25.03,89,92,3.76,GF,1681932529
385,bodaybo,57.8506,114.1933,-12.09,94,100,1.38,RU,1681932614
386,xining,36.6167,101.7667,7.02,40,100,2.48,CN,1681932614
387,saint-philippe,-21.3585,55.7679,24.77,92,52,2.76,RE,1681932614
388,russkiy,43.0147,131.8642,9.92,95,100,4.31,RU,1681932614
389,hasaki,35.7333,140.8333,16.22,93,100,4.26,JP,1681932403
390,tariba,7.8188,-72.2243,24.31,88,90,0.87,VE,1681932614
391,saudarkrokur,65.7461,-19.6394,9.99,84,100,5.66,IS,1681932615
392,kafr ash shaykh,31.1143,30.9401,16.2,77,39,4.48,EG,1681932615
393,lincoln,40.8,-96.667,26.95,58,75,4.12,US,1681932099
394,mokhsogollokh,61.4681,128.9203,-4.5,93,100,2.95,RU,1681932615
395,gardnerville ranchos,38.8882,-119.7413,10.92,22,0,4.47,US,1681932615
396,amalapuram,16.5833,82.0167,25.25,85,10,0.44,IN,1681932615
397,rabo de peixe,37.8,-25.5833,16.73,82,40,10.29,PT,1681932616
398,sittwe,20.15,92.9,28.55,74,100,1.24,MM,1681932616
399,anori,-3.7728,-61.6442,29.09,79,100,1.84,BR,1681932616
400,teknaf,20.8624,92.3058,25.49,90,13,1.55,BD,1681932616
401,mitsamiouli,-11.3847,43.2844,27.98,79,100,6.93,KM,1681932616
402,khandud,36.9513,72.318,-0.72,87,100,0.85,AF,1681932617
403,la foa,-21.7108,165.8276,22.66,87,0,1.55,NC,1681932617
404,kolonia,50.9333,6.95,12.76,32,0,4.63,DE,1681932353
405,sanski most,44.7653,16.6656,8.15,93,43,0.82,BA,1681932617
406,maamba,-17.3667,27.15,21.05,59,45,1.48,ZM,1681932618
407,bonnyville,54.2668,-110.735,0.89,58,100,4.41,CA,1681932618
408,guangyuan,32.442,105.823,20.52,79,56,1.35,CN,1681932618
409,geraldton,-28.7667,114.6,18.23,48,80,4.12,AU,1681932410
410,port alberni,49.2413,-124.8028,7.74,81,100,1.79,CA,1681932420
411,aswan,24.0934,32.907,33.61,8,0,4.12,EG,1681932619
412,zigong,29.3416,104.7769,22.44,83,100,4.41,CN,1681932619
413,kaltan,53.5347,87.2457,-4.4,86,100,5.71,RU,1681932619
414,cabedelo,-6.9811,-34.8339,30.37,76,60,3.92,BR,1681932433
415,asau,46.4333,26.4,9.6,94,91,1.87,RO,1681932620
416,zeya,53.75,127.2667,-3.3,77,100,2.46,RU,1681932620
417,belmonte,-15.8631,-38.8828,27.83,81,2,3.22,BR,1681932620
418,mukalla,14.5425,49.1242,26.93,77,0,0.99,YE,1681932620
419,lompoc,34.6391,-120.4579,21.68,52,20,7.72,US,1681932449
420,beloyarskiy,63.7119,66.6722,-1.21,97,100,2.28,RU,1681932621
421,pozega,45.3403,17.6853,11.54,94,96,1.38,HR,1681932621
422,sunrise manor,36.2111,-115.0731,19.29,12,20,8.75,US,1681932621
423,fale old settlement,-9.3852,-171.2468,27.93,72,100,2.21,TK,1681932415
424,chinchilla,-26.75,150.6333,14.62,77,3,1.96,AU,1681932621
425,nyurba,63.2842,118.3319,-16.3,98,72,1.78,RU,1681932622
426,tarko-sale,64.9225,77.785,-10.43,94,100,3.27,RU,1681932622
427,salinopolis,-0.6136,-47.3561,25.42,90,100,2.29,BR,1681932495
428,leer,53.2316,7.461,9.96,54,0,4.06,DE,1681932622
429,mount isa,-20.7333,139.5,20.87,35,100,4.63,AU,1681932444
430,selfoss,63.9331,-20.9971,9.82,91,100,4.5,IS,1681932432
431,kavali,14.9167,79.9833,26.54,71,3,2.69,IN,1681932622
432,wotho,10.1657,166.0102,26.78,82,99,8.69,MH,1681932420
433,porto novo,6.4965,2.6036,27.9,74,52,3.02,BJ,1681932436
434,bijie,27.3125,105.2942,16.51,84,86,2.7,CN,1681932623
435,tsengel,49.4783,100.8894,-5.43,45,54,0.85,MN,1681932623
436,la reforma,25.0833,-108.05,26.46,50,100,4.42,MX,1681932623
437,tarlungeni,45.6333,25.75,7.71,20,100,1.15,RO,1681932623
438,lensk,60.7253,114.9278,-6.02,84,100,2.69,RU,1681932471
439,nekrasovskoye,57.6766,40.3657,4.94,65,0,0.0,RU,1681932624
440,acarau,-2.8856,-40.12,27.9,80,100,2.67,BR,1681932574
441,praia da vitoria,38.7333,-27.0667,13.14,100,40,8.93,PT,1681932322
442,cadale,2.7603,46.3222,27.32,79,100,2.93,SO,1681932624
443,sanya,18.2431,109.505,27.09,83,0,2.0,CN,1681932624
444,moses lake,47.1301,-119.2781,12.71,40,20,6.69,US,1681932402
445,smithers,54.7804,-127.1743,6.18,70,20,2.57,CA,1681932625
446,galliano,29.4422,-90.2992,26.67,50,0,4.63,US,1681932624
447,black point,-34.6187,137.8972,12.58,72,3,1.75,AU,1681932625
448,dombarovskiy,50.7587,59.5386,5.89,77,69,3.04,RU,1681932625
449,san patricio,28.017,-97.5169,27.71,65,100,8.08,US,1681932419
450,bandar-e genaveh,29.5791,50.517,24.97,36,99,1.3,IR,1681932626
451,dongsheng,39.8161,109.9776,5.9,29,100,6.84,CN,1681932626
452,christchurch,-43.5333,172.6333,14.39,85,100,5.66,NZ,1681932334
453,jean-rabel,19.8533,-73.1917,26.34,72,0,3.6,HT,1681932626
454,bubaque,11.2833,-15.8333,26.09,68,34,7.86,GW,1681932627
455,quzhou,28.9594,118.8686,19.73,94,100,2.84,CN,1681932627
456,ndende,-2.4008,11.3581,24.8,94,100,0.81,GA,1681932627
457,phan rang-thap cham,11.5667,108.9833,24.72,70,57,1.7,VN,1681932627
458,port saint john's,-31.6229,29.5448,23.44,48,0,4.08,ZA,1681932441
459,bayanhongor,46.7167,100.1167,-7.69,23,41,0.39,MN,1681932628
460,sandnessjoen,66.0217,12.6316,7.29,89,75,4.12,NO,1681932628
461,puerto colombia,10.9878,-74.9547,32.05,80,82,9.2,CO,1681932628
462,camiri,-20.05,-63.5167,23.88,64,75,0.0,BO,1681932628
463,isfana,39.8386,69.5306,5.31,51,9,0.78,KG,1681932628
464,sao tome,0.3365,6.7273,28.47,78,100,2.65,ST,1681932405
465,vila franca do campo,37.7167,-25.4333,17.23,86,100,10.5,PT,1681932418
466,kingston,17.997,-76.7936,30.12,78,40,8.23,JM,1681932277
467,usogorsk,63.4106,48.6872,-0.79,89,100,2.41,RU,1681932418
468,meulaboh,4.1363,96.1285,23.15,96,100,2.85,ID,1681932629
469,egersund,58.4513,5.9997,7.58,78,0,2.54,NO,1681932629
470,zhezqazghan,47.7833,67.7667,7.86,54,97,3.18,KZ,1681932629
471,puerto armuelles,8.2833,-82.8667,32.99,61,100,3.81,PA,1681932629
472,talara,-4.5772,-81.2719,31.42,62,0,5.14,PE,1681932629
473,kurskaya,44.05,44.45,8.2,80,86,3.79,RU,1681932629
474,san antonio de pale,-1.4014,5.6325,28.52,81,100,5.45,GQ,1681932402
475,nouadhibou,20.931,-17.0347,20.99,78,55,8.23,MR,1681932630
476,kargopol',61.5071,38.9456,0.23,100,100,1.33,RU,1681932630
477,lerwick,60.1545,-1.1494,9.0,82,10,1.88,GB,1681932630
478,constitucion,-35.3333,-72.4167,14.3,82,100,10.49,CL,1681932630
479,khandyga,62.6667,135.6,-5.47,95,100,1.34,RU,1681932630
480,northam,51.0333,-4.2167,13.12,76,20,8.35,GB,1681932449
481,mahina,-17.5065,-149.489,28.87,70,75,2.06,PF,1681932481
482,muscat,23.6139,58.5922,29.01,68,99,1.18,OM,1681932630
483,adrar,20.5022,-10.0711,30.16,15,100,4.52,MR,1681932630
484,lodja,-3.4833,23.4333,23.33,84,100,1.2,CD,1681932420
485,kokopo,-4.352,152.2633,24.67,87,52,2.5,PG,1681932466
486,le port,-20.9373,55.2919,25.0,93,51,9.26,RE,1681932631
487,menongue,-14.6585,17.691,18.77,65,1,1.9,AO,1681932631
488,vallenar,-28.5708,-70.7581,30.54,15,0,3.99,CL,1681932453
489,dolores,-36.3132,-57.6792,16.32,46,3,7.34,AR,1681932631
490,cidreira,-30.1811,-50.2056,19.39,42,56,7.43,BR,1681932449
491,smara,26.7384,-11.6719,21.17,47,52,7.89,EH,1681932631
492,genhe,50.7833,121.5167,-2.49,94,100,5.73,CN,1681932631
493,guozhen,34.3659,107.359,15.75,30,83,2.49,CN,1681932631
494,pader palwo,2.8006,33.135,22.71,70,100,1.23,UG,1681932632
495,shenjiamen,29.9576,122.298,15.18,96,100,4.05,CN,1681932632
496,luanda,-8.8368,13.2343,28.0,83,75,4.12,AO,1681932465
497,selkirk,50.1436,-96.8845,1.16,85,100,8.49,CA,1681932619
498,burutu,5.3509,5.5076,27.16,83,100,3.09,NG,1681932632
499,mount gambier,-37.8333,140.7667,10.48,88,99,2.09,AU,1681932479
500,antalaha,-14.9003,50.2788,24.85,86,0,3.99,MG,1681932632
501,watsa,3.0372,29.5355,19.72,81,100,1.64,CD,1681932633
502,pasuquin,18.3328,120.6177,27.56,82,33,5.03,PH,1681932633
503,yanam,16.7333,82.2167,25.25,85,10,0.44,IN,1681932633
504,erdaojiang,41.7764,126.0319,11.63,43,100,2.34,CN,1681932633
505,holualoa,19.6228,-155.9522,22.91,93,100,10.8,US,1681932633
506,nogliki,51.8333,143.1667,-1.69,94,87,3.59,RU,1681932473
507,ardakan,32.31,54.0175,20.38,19,0,2.71,IR,1681932633
508,lodwar,3.1191,35.5973,30.46,48,31,6.62,KE,1681932633
509,ribeira brava,32.65,-17.0667,19.84,75,20,3.26,PT,1681932633
510,kentau,43.5206,68.5094,5.62,38,0,5.6,KZ,1681932634
511,nadym,65.5333,72.5167,-14.54,90,67,2.67,RU,1681932466
512,baoqing,46.3317,132.2111,8.81,54,100,4.9,CN,1681932634
513,qamdo,31.1667,97.2333,3.17,48,6,2.38,CN,1681932475
514,terrace,54.5163,-128.6035,8.95,57,75,5.14,CA,1681932619
515,soritor,-6.1392,-77.1039,27.01,70,74,1.28,PE,1681932634
516,kurchum,48.5722,83.6542,-2.92,70,5,4.03,KZ,1681932634
517,east london,-33.0153,27.9116,27.2,32,9,4.11,ZA,1681932408
518,akdagmadeni,39.6603,35.8836,10.44,73,100,2.16,TR,1681932634
519,almeirim,-1.5233,-52.5817,27.43,75,88,2.12,BR,1681932635
520,lae,-6.7221,146.9847,25.37,96,100,0.86,PG,1681932635
521,mata-utu,-13.2816,-176.1745,28.6,73,100,5.75,WF,1681932430
522,grande prairie,55.1667,-118.8027,3.1,70,100,3.6,CA,1681932626
523,tambacounda,13.7539,-13.7586,40.03,16,0,4.12,SN,1681932358
524,tromso,69.6496,18.957,6.01,87,75,5.66,NO,1681932528
525,saint-pierre,-21.3393,55.4781,24.82,78,75,1.54,RE,1681932635
526,kattivakkam,13.2167,80.3167,29.48,89,5,4.12,IN,1681932635
527,vitre,48.1178,-1.2058,15.49,92,13,4.26,FR,1681932635
528,lesnoy,57.6198,63.0784,-0.28,59,0,2.1,RU,1681932635
529,santa terezinha,-29.9002,-50.0904,15.99,57,74,4.9,BR,1681932635
530,kiruna,67.8557,20.2251,4.51,75,75,4.12,SE,1681932635
531,guanica,17.9716,-66.908,30.29,68,8,7.12,PR,1681932635
532,yoakum,29.2878,-97.1519,28.08,61,100,8.0,US,1681932636
533,wanning,18.8003,110.3967,25.59,95,15,5.01,CN,1681932404
534,wakkanai,45.4094,141.6739,5.82,91,100,7.6,JP,1681932429
535,priozersk,61.0393,30.1291,0.61,86,100,0.4,RU,1681932636
536,samitah,16.596,42.9444,30.97,58,0,0.62,SA,1681932636
537,arno,60.1167,18.6333,2.66,80,8,2.4,SE,1681932317
538,sitka,57.0531,-135.33,9.94,46,40,3.09,US,1681932413
539,moose jaw,50.4001,-105.5344,-0.86,93,100,10.29,CA,1681932538
540,zaozersk,69.4005,32.4476,2.93,93,100,8.46,RU,1681932420
541,ajaccio,42.0,8.9167,12.03,67,0,1.03,FR,1681932636
542,sabzevar,36.2126,57.6819,15.75,15,0,4.25,IR,1681932636
543,hanzhong,33.0728,107.0303,20.5,77,72,2.6,CN,1681932636
544,sarmiento,-45.5882,-69.07,19.54,49,100,16.53,AR,1681932637
545,kutum,14.2,24.6667,27.3,12,0,3.62,SD,1681932637
546,luau,-10.7073,22.2247,21.39,77,84,1.53,AO,1681932637
547,formosa do rio preto,-11.0483,-45.1931,29.45,52,100,2.05,BR,1681932637
548,port blair,11.6667,92.75,26.78,84,18,2.89,IN,1681932637
549,boden,65.8252,21.6886,5.0,100,100,1.34,SE,1681932637
550,polyarnyy,69.1989,33.4478,3.17,92,100,8.17,RU,1681932434
551,boguchany,58.3814,97.4531,-8.01,94,100,1.6,RU,1681932637
552,mirnyy,62.5353,113.9611,-5.98,48,100,5.81,RU,1681932637
553,kittila,67.6647,24.8936,7.08,65,0,5.14,FI,1681932460
554,ad douiem,14.0012,32.3116,31.05,7,0,4.34,SD,1681932637
555,kenai,60.5544,-151.2583,3.05,60,0,3.09,US,1681932435
556,luderitz,-26.6481,15.1594,16.97,75,100,3.02,NA,1681932471
557,kone,-21.0595,164.8658,20.9,92,3,0.35,NC,1681932475
